hide;lat;lon;status;closed;name;addr;town;posttown;county;postcode;prev;img;url;gsv
;51.32616;-0.27461;dead;2014;White Horse;63 Dorking Road;;Epsom;Surrey;KT18 7JU;;https://whatpub.com/img/KIN/7119/white-horse-epsom/298/224/22113;https://whatpub.com/pubs/KIN/7119/white-horse-epsom;https://www.google.co.uk/maps/@51.3262079,-0.2748667,3a,56.1y,107.49h,87.87t/data=!3m6!1e1!3m4!1solw9HTLbFIHLrcjNF2VS_w!2e0!7i13312!8i6656
;51.32546;-0.26962;gone;2012;Ladas;Woodcote Road;;Epsom;Surrey;KT18 7QS;;https://whatpub.com/img/KIN/7006/ladas-epsom/298/224/22107;https://whatpub.com/pubs/KIN/7006/ladas-epsom;https://www.google.co.uk/maps/@51.3253301,-0.2697212,3a,75y,50.67h,91.88t/data=!3m6!1e1!3m4!1sQtIOKbmWCCDPd32E4T2E8g!2e0!7i13312!8i6656
;51.32445;-0.26836;open;;Amato;18 Chalk Lane;;Epsom;Surrey;KT18 7AS;;https://whatpub.com/img/KIN/6891/amato-epsom/298/224/22000475;https://whatpub.com/pubs/KIN/6891/amato-epsom;https://www.google.co.uk/maps/@51.3243657,-0.2680897,3a,75y,280h,93.19t/data=!3m6!1e1!3m4!1sJyMd2ZqeW8vvE6_JLOXGYA!2e0!7i13312!8i6656
;51.31842;-0.24993;dead;2013;South Hatch;46 Burgh Heath Road;;Epsom;Surrey;KT17 4LX;;https://whatpub.com/img/KIN/7094/south-hatch-epsom/298/224/42526;http://www.epsomguardian.co.uk/news/10835735.Much_loved_racing_restaurant_says_emotional_goodbye_after_nearly_30_years/|https://whatpub.com/pubs/KIN/7094/south-hatch-epsom;https://www.google.co.uk/maps/@51.3201081,-0.2509103,3a,75y,62.48h,90.8t/data=!3m6!1e1!3m4!1shmkJfG2ABM24rCYoy9j0uw!2e0!7i13312!8i6656
;51.309779;-0.240552;open;;Wine Rack;29-31 Tattenham Crescent;Tattenham Corner;Epsom;Surrey;KT18 5QJ;;;https://whatpub.com/pubs/REI/512/wine-rack-tattenham-corner;https://www.google.co.uk/maps/@51.3097419,-0.2405153,3a,89.2y,347.33h,90.93t/data=!3m6!1e1!3m4!1s2gJJxp7yr-lvKxSdcxYu2w!2e0!7i13312!8i6656
;51.3116766194;-0.2435982254;open;;Tattenham Corner;Tattenham Corner Road;Tattenham Corner;Epsom;Surrey;KT18 5NY;;https://whatpub.com/img/REI/153/tattenham-corner-tattenham-corner/298/224/1;https://whatpub.com/pubs/REI/153/tattenham-corner-tattenham-corner;https://www.google.co.uk/maps/@51.3117801,-0.2443657,3a,32.2y,108.04h,93.11t/data=!3m6!1e1!3m4!1sfLZLUkoc3c2DZN0oxnaEZg!2e0!7i13312!8i6656
;51.3131151238;-0.258286002;open;;Rubbing House;The Downs;Epsom Downs;Epsom;Surrey;KT18 5LJ;;https://whatpub.com/img/KIN/7080/rubbing-house-epsom-downs/298/224/42527;https://whatpub.com/pubs/KIN/7080/rubbing-house-epsom-downs;https://www.google.co.uk/maps/@51.3132928,-0.257908,3a,53.7y,230.06h,91.77t/data=!3m6!1e1!3m4!1syaHC4je8S7euzKJvT4Nq5w!2e0!7i13312!8i6656
;51.3145720238;-0.2546435608;open;;Derby Arms;The Downs;Epsom Downs;Epsom;Surrey;KT18 5LE;;https://whatpub.com/img/KIN/6947/derby-arms-epsom-downs/298/224/22114;https://whatpub.com/pubs/KIN/6947/derby-arms-epsom-downs;https://www.google.co.uk/maps/@51.3144669,-0.2545047,3a,75y,298.32h,87.03t/data=!3m7!1e1!3m5!1slHIWb1J9AqUwDMM_qOwZEw!2e0!5s20160901T000000!7i13312!8i6656
;51.2797203065;-0.2744932486;open;;Cock;Church Lane;Headley;Epsom;Surrey;KT18 6LE;Headley Hills|Cock Horse;https://whatpub.com/img/KIN/6939/cock-inn-headley/298/224/88284;https://whatpub.com/pubs/KIN/6939/cock-inn-headley;https://www.google.co.uk/maps/@51.2798288,-0.2747511,3a,75y,118.39h,95.8t/data=!3m6!1e1!3m4!1sDPaP2b8mN3N4Ukqx03bpYQ!2e0!7i13312!8i6656
;51.2750785175;-0.2768790776;bone;1958;Clermont ;Tot Hill ;Headley;Epsom;Surrey;;;http://www.headleysurrey.org.uk/pichh/cmont1.jpg;http://www.closedpubs.co.uk/surrey/headley_clermont.html;https://www.google.co.uk/maps/@51.2752742,-0.2765196,3a,89.9y,230.17h,83.24t/data=!3m6!1e1!3m4!1seXq7kRxgQwPk8dJv5es4ZQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;
;51.286552526;-0.2286261334;open;;Blue Anchor;Dorking Road;;Tadworth;Surrey;KT20 5SL;;https://whatpub.com/img/REI/367/blue-anchor-tadworth/298/224/1;https://whatpub.com/pubs/REI/367/blue-anchor-tadworth;https://www.google.co.uk/maps/@51.2862912,-0.2282448,3a,28.1y,316.69h,95.41t/data=!3m6!1e1!3m4!1s477NkTBa2DCONS2ZcZt4JQ!2e0!7i13312!8i6656
;51.2872889526;-0.2278845026;open;;Duke's Head;Dorking Road;;Tadworth;Surrey;KT20 5SL;;https://whatpub.com/img/REI/368/dukes-head-tadworth/298/224/1;https://whatpub.com/pubs/REI/368/dukes-head-tadworth;https://www.google.co.uk/maps/@51.2870795,-0.2276488,3a,50.7y,337.35h,86.8t/data=!3m6!1e1!3m4!1sTbUlKF0p3-jWufPUZI3JWQ!2e0!7i13312!8i6656
;51.2909046525;-0.2261142446;open;;Inn on the Green;Dorking Road;;Tadworth;Surrey;KT20 5RX;Bricklayer's Arms|Tumble Beacon;https://whatpub.com/img/REI/369/inn-on-the-green-tadworth/298/224/1;https://whatpub.com/pubs/REI/369/inn-on-the-green-tadworth;https://www.google.co.uk/maps/@51.290972,-0.2257829,3a,53.5y,257.4h,91.73t/data=!3m6!1e1!3m4!1sjPiAeMlOVccxfkiuU1wIMg!2e0!7i13312!8i6656
;51.3064268693;-0.2204722193;gone;late 1990s;Surrey Yeoman;Reigate Road;Burgh Heath;Tadworth;Surrey;KT20 5NT;;http://theoldhometown.com.s3.amazonaws.com/bansteadvillage.com/217.jpg;https://whatpub.com/pubs/REI/36/surrey-yeoman-burgh-heath;https://www.google.co.uk/maps/@51.3063236,-0.2206465,3a,90y,55.71h,89.18t/data=!3m6!1e1!3m4!1sHmsvENyr-BNq4EJfyyRkwA!2e0!7i13312!8i6656
;51.3060638405;-0.2215129151;bone;1969;Sheepshearer’s Arms ;Reigate Road;Burgh Heath;Tadworth;Surrey;;;http://www.surreymirror.co.uk/images/localworld/ugc-images/275797/Article/images/19474856/5017830-large.jpg;http://www.closedpubs.co.uk/surrey/burghheath_sheepshearersarms.html;https://www.google.co.uk/maps/@51.3064166,-0.2208167,3a,15y,233.56h,92.35t/data=!3m7!1e1!3m5!1s6w13Hyy1XqnRdLrOWdk19A!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D6w13Hyy1XqnRdLrOWdk19A%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D319.91595%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;51.3040038333;-0.219459684;open;;Heathside;Brighton Road;Burgh Heath;Tadworth;Surrey;KT20 6BW;;https://whatpub.com/img/REI/35/heathside-burgh-heath/298/224/1;https://whatpub.com/pubs/REI/35/heathside-burgh-heath;https://www.google.co.uk/maps/@51.3042037,-0.2198354,3a,88.2y,127.71h,94.09t/data=!3m6!1e1!3m4!1sBD855XtxbnsTFwEHXb56Vw!2e0!7i13312!8i6656
;51.2949636934;-0.2126428498;open;;Kingswood Arms;Waterhouse Lane;Kingswood;Tadworth;Surrey;KT20 6EB;;https://whatpub.com/img/REI/217/kingswood-arms-kingswood/298/224/1000001;https://whatpub.com/pubs/REI/217/kingswood-arms-kingswood;https://www.google.co.uk/maps/@51.2948533,-0.2125947,3a,90y,349.5h,95.15t/data=!3m6!1e1!3m4!1s-1zDupSeiyiJYn5onzNFKA!2e0!7i13312!8i6656
;51.2699202322;-0.2111636116;open;;Fox on the Hill;Brighton Road;Lower Kingswood;Tadworth;Surrey;KT20 6SU;Fox Hotel|Fox ;https://whatpub.com/img/REI/242/fox-on-the-hill-lower-kingswood/298/224/1;https://whatpub.com/pubs/REI/242/fox-on-the-hill-lower-kingswood;https://www.google.co.uk/maps/@51.2698678,-0.2113305,3a,90y,71.42h,91.92t/data=!3m6!1e1!3m4!1sXGWTQp2d3tHZLhMtAQn3Kw!2e0!7i13312!8i6656
;51.2642998305;-0.2132208659;gone;2005;Mint Arms;83 Buckland Road;Lower Kingswood;Tadworth;Surrey;KT20 7EF;;https://whatpub.com/img/REI/243/mint-arms-lower-kingswood/298/224/1;https://whatpub.com/pubs/REI/243/mint-arms-lower-kingswood;https://www.google.co.uk/maps/@51.2645415,-0.2133211,3a,75y,157.67h,97.84t/data=!3m7!1e1!3m5!1sEClDEQozomC3khQvVU6TlQ!2e0!5s20120901T000000!7i13312!8i6656
;51.2641613676;-0.2243882431;open;;Sportsman;Mogador Road;Mogador;Tadworth;Surrey;KT20 7ES;;https://whatpub.com/img/REI/253/sportsman-mogador/298/224/1;https://whatpub.com/pubs/REI/253/sportsman-mogador;https://www.google.co.uk/maps/@51.2640785,-0.2244762,3a,75y,41.81h,88.15t/data=!3m6!1e1!3m4!1soiHP_oegN4chcI0_pC3nWg!2e0!7i13312!8i6656
;51.2808804714;-0.2491986765;open;;Chequers;Chequers Lane;Walton-on-the- Hill;Tadworth;Surrey;KT20 7SF;;https://whatpub.com/img/REI/377/chequers-walton-on-the--hill/298/224/1000001;https://whatpub.com/pubs/REI/377/chequers-walton-on-the--hill;https://www.google.co.uk/maps/@51.280879,-0.249492,3a,75y,90.27h,95.1t/data=!3m6!1e1!3m4!1sISPv9sD_iyHvqmnzZV69BA!2e0!7i13312!8i6656
;51.2831361239;-0.2460296466;open;;Fox & Hounds;Walton Street;Walton-on-the- Hill;Tadworth;Surrey;KT20 7RU;;https://whatpub.com/img/REI/378/fox-hounds-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/378/fox-hounds-walton-on-the--hill;https://www.google.co.uk/maps/@51.2830729,-0.2458681,3a,75y,310.47h,87.14t/data=!3m6!1e1!3m4!1seOVMJSwyIYF7ANHDsOdx2Q!2e0!7i13312!8i6656
;51.2834741686;-0.2411359562;open;;Blue Ball;Deans Lane;Walton-on-the- Hill;Tadworth;Surrey;KT20 7UE;;https://whatpub.com/img/REI/376/blue-ball-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/376/blue-ball-walton-on-the--hill;https://www.google.co.uk/maps/@51.2836223,-0.2409512,3a,75y,220.85h,88.93t/data=!3m6!1e1!3m4!1sj-IYj66h-W4sZw9mivsB_g!2e0!7i13312!8i6656
;51.2872705001;-0.2423898889;open;;Bell;Withybed Corner;Walton-on-the- Hill;Tadworth;Surrey;KT20 7UJ;;https://whatpub.com/img/REI/375/bell-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/375/bell-walton-on-the--hill;
;51.2543630106;-0.2776689841;open;;Tree on Box Hill;Boxhill Road;Boxhill;Tadworth;Surrey;KT20 7PS;Hand in Hand ;https://whatpub.com/img/REI/29/tree-on-box-hill-boxhill/298/224/1;https://whatpub.com/pubs/REI/29/tree-on-box-hill-boxhill;https://www.google.co.uk/maps/@51.2541397,-0.2775382,3a,58.4y,348.44h,93.03t/data=!3m6!1e1!3m4!1s3i9md1wr9Myl7lK9zMUQ8w!2e0!7i13312!8i6656
;;;;;;;;;;;;;;
;51.3091532584;-0.2996657796;open;;Leg of Mutton & Cauliflower;48 The Street;;Ashtead;Surrey;KT21 1AZ;;https://whatpub.com/img/KIN/7009/leg-of-mutton-cauliflower-ashtead/298/224/1999823;https://whatpub.com/pubs/KIN/7009/leg-of-mutton-cauliflower-ashtead;https://www.google.co.uk/maps/@51.3092343,-0.2998574,3a,52.3y,106.99h,90.7t/data=!3m6!1e1!3m4!1sXKZ1B_jgwtc3PkbrKJEbOg!2e0!7i13312!8i6656
;51.309377097;-0.2999930091;open;;Brewery Inn;15 The Street;;Ashtead;Surrey;KT21 2AD;;https://whatpub.com/img/KIN/6920/brewery-inn-ashtead/298/224/22642;https://whatpub.com/pubs/KIN/6920/brewery-inn-ashtead;https://www.google.co.uk/maps/@51.3093157,-0.2997029,3a,33.4y,289.66h,90.47t/data=!3m6!1e1!3m4!1sHvrpYaz-XLFvndWg4re55Q!2e0!7i13312!8i6656
;51.3143012684;-0.307991357;open;;Woodman;238 Barnett Wood Lane;;Ashtead;Surrey;KT21 2DA;;https://whatpub.com/img/KIN/7125/woodman-ashtead/298/224/26153;https://whatpub.com/pubs/KIN/7125/woodman-ashtead;https://www.google.co.uk/maps/@51.3145381,-0.3080118,3a,43.9y,184.04h,91.98t/data=!3m6!1e1!3m4!1ssSYgPC4zyBrbInmoRALtEw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;
;51.3281722825;-0.3548710062;open;;Bear;Leatherhead Road;Oxshott;Leatherhead;Surrey;KT22 0JE;;https://whatpub.com/img/KIN/6906/bear-oxshott/298/224/22186;https://whatpub.com/pubs/KIN/6906/bear-oxshott;https://www.google.co.uk/maps/@51.3280883,-0.3545043,3a,51.3y,289.72h,95.09t/data=!3m6!1e1!3m4!1s9Nm5QupBMp_v4fgoH98lBg!2e0!7i13312!8i6656
;51.3318580814;-0.3564199812;open;;Victoria;High Street;Oxshott;Leatherhead;Surrey;KT22 0JR;;https://whatpub.com/img/KIN/7110/victoria-oxshott/298/224/2005679;https://whatpub.com/pubs/KIN/7110/victoria-oxshott;https://www.google.co.uk/maps/@51.3316772,-0.3563529,3a,75y,5.28h,101.46t/data=!3m6!1e1!3m4!1sIQMUGZAnKHZy7yumNUzf2g!2e0!7i13312!8i6656
;51.3268163768;-0.327664019;open;;Star;Leatherhead Road;Leatherhead Common;Leatherhead;Surrey;KT22 0DP;;https://whatpub.com/img/KIN/7097/star-leatherhead-common/298/224/26335;https://whatpub.com/pubs/KIN/7097/star-leatherhead-common;https://www.google.co.uk/maps/@51.3266965,-0.3274663,3a,75y,322.42h,84.96t/data=!3m6!1e1!3m4!1so6gkTWGxQwzCzUX-z80AfA!2e0!7i13312!8i6656
;51.302935645;-0.3298366083;open;;Plough;93 Kingston Road;;Leatherhead;Surrey;KT22 7SP;;https://whatpub.com/img/KIN/7049/plough-leatherhead/298/224/42530;https://whatpub.com/pubs/KIN/7049/plough-leatherhead;https://www.google.co.uk/maps/@51.3031189,-0.3295369,3a,36.4y,223.9h,95.72t/data=!3m6!1e1!3m4!1s8gnxMSQqDVBtuo91G3RETw!2e0!7i13312!8i6656
;51.3086577918;-0.3325261927;limbo;;Royal Oak;265 Kingston Road;;Leatherhead;Surrey;KT22 7PJ;;https://whatpub.com/img/KIN/7077/royal-oak-leatherhead/298/224/42531;https://whatpub.com/pubs/KIN/7077/royal-oak-leatherhead;https://www.google.co.uk/maps/@51.3087249,-0.3322718,3a,51.5y,239.26h,91.98t/data=!3m6!1e1!3m4!1smzgc6CKDpfoZXGllFZ9UqA!2e0!7i13312!8i6656
;51.3024971272;-0.3298902525;gone;2002;Railway Arms ;85 Kingston Road ;;Leatherhead;Surrey;KT22 7SP ;;;http://www.closedpubs.co.uk/surrey/leatherhead_railwayarms.html;https://www.google.co.uk/maps/@51.3024231,-0.329653,3a,75y,297.7h,87.07t/data=!3m6!1e1!3m4!1sSYz5Aan8vd9txAiO3mi4nQ!2e0!7i13312!8i6656
;51.2954811115;-0.330153109;open;;Penny Black;5 North Street;;Leatherhead;Surrey;KT22 7AX;;https://whatpub.com/img/KIN/7047/penny-black-leatherhead/298/224/52618;https://whatpub.com/pubs/KIN/7047/penny-black-leatherhead;https://www.google.co.uk/maps/@51.2955743,-0.3299897,3a,75y,217.31h,90.01t/data=!3m6!1e1!3m4!1s4lTlW4eTnLY8KhShRjZZ2A!2e0!7i13312!8i6656
;51.2944232071;-0.3320715583;open;;Running Horse;38 Bridge Street;;Leatherhead;Surrey;KT22 8BZ;;https://whatpub.com/img/KIN/7083/running-horse-leatherhead/298/224/22127;https://whatpub.com/pubs/KIN/7083/running-horse-leatherhead;https://www.google.co.uk/maps/@51.2942948,-0.3320083,3a,75y,356.92h,92.37t/data=!3m6!1e1!3m4!1sY35jQ7gziFRHbWIwCpLxow!2e0!7i13312!8i6656
;51.2953041669;-0.3274534656;open;;Edmund Tylney;30-34 High Street;;Leatherhead;Surrey;KT22 8AW;;https://whatpub.com/img/KIN/6956/edmund-tylney-leatherhead/298/224/40246;https://whatpub.com/pubs/KIN/6956/edmund-tylney-leatherhead;https://www.google.co.uk/maps/@51.2954217,-0.3272702,3a,27.3y,243.84h,96.31t/data=!3m6!1e1!3m4!1sAF1QipP97jVl2ON8AdtBoDqnZwSGLvc6vleVgEf4Ks-E!2e10!7i13312!8i6656
;51.2956052239;-0.3270417465;open;;Duke’s Head;57 High Street;;Leatherhead;Surrey;KT22 8AG;;https://whatpub.com/img/KIN/6954/dukes-head-leatherhead/298/224/40245;https://whatpub.com/pubs/KIN/6954/dukes-head-leatherhead;https://www.google.co.uk/maps/@51.2954914,-0.3269627,3a,48.1y,356.3h,101.24t/data=!3m8!1e1!3m6!1sAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi%3Dw203-h100-k-no-pi-0-ya26.588015-ro-0-fo100!7i8704!8i4352
;51.295529751;-0.327183905;bone;;Blue Bird ;53-55 High Street ;;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/leatherhead_bluebird.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_bluebird.html;https://www.google.co.uk/maps/@51.2954914,-0.3269627,3a,50y,308.65h,102.75t/data=!3m8!1e1!3m6!1sAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNd7AWTTcrg-5mHTV_TiSfRmDAWuQwQGraRATDi%3Dw203-h100-k-no-pi-0-ya26.588015-ro-0-fo100!7i8704!8i4352
;51.2961704349;-0.3314861682;bone;1925;Bull Inn ;North Street ;;Leatherhead;Surrey;;;https://photos.francisfrith.com/frith/leatherhead-bull-hotel-1905_53245.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_bull.html;https://www.google.co.uk/maps/@51.296432,-0.3311698,3a,75y,47h,91.22t/data=!3m6!1e1!3m4!1sy-qq1HDULJQhTg0ohUrpmA!2e0!7i13312!8i6656
;51.2957846839;-0.331612232;gone;1990s ;New Bull Hotel;41 North Street ;;Leatherhead;Surrey;;;http://legacymedia.localworld.co.uk/275797/Article/images/14984875/3483521.png;http://www.closedpubs.co.uk/surrey/leatherhead_newbull.html;https://www.google.co.uk/maps/@51.2960393,-0.3315808,3a,75y,167.34h,91.47t/data=!3m6!1e1!3m4!1sN6FP1GJRqV4DTS0_aZzJ5w!2e0!7i13312!8i6656
;51.2952798475;-0.3278933479;bone;;King’s Head [1];High Street ;;Leatherhead;Surrey;;;https://photos.francisfrith.com/frith/leatherhead-high-street-1906_54877.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_kingshead.html;
;51.2952647535;-0.3280797628;bone;1960s ;King’s Head [2];High Street ;;Leatherhead;Surrey;;;/img/pub/leatherhead-kings-head-2a.png;http://www.closedpubs.co.uk/surrey/leatherhead_kingshead.html;
;51.2960563871;-0.3282889751;gone;1980s;Prince of Wales ;Lower Fairfield Road ;;Leatherhead;Surrey;;;https://i.pinimg.com/originals/1b/6b/e6/1b6be6c778cdc0aaf34f4ba9bc8f646e.jpg|/img/pub/leatherhead-prince-of-wales-a.png;;
;51.2952865571;-0.3294879225;bone;1930s;Swan Hotel ;High Street ;;Leatherhead;Surrey;;;https://photos.francisfrith.com/frith/leatherhead-bridge-street-the-swan-hotel-1888_21342.jpg|http://www.leatherheadlocalhistory.org.uk/Leatherhead%20High%20Street.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_swan.html;https://www.google.co.uk/maps/@51.2951368,-0.3298119,3a,75y,45.29h,96.11t/data=!3m6!1e1!3m4!1s5_8glVsa7U2aSFv5JpJrkg!2e0!7i13312!8i6656
;51.2917424889;-0.3376123336;bone;1930s;Rising Sun [1];Guildford Road ;;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/fetcham_risingsun.jpg|/img/pub/leatherhead-rising-sun-1a.png;http://www.closedpubs.co.uk/surrey/fetcham_risingsun.html;https://www.google.co.uk/maps/@51.2914851,-0.3375755,3a,41.5y,352.23h,91.67t/data=!3m6!1e1!3m4!1s9q0eUKN1BnelI5LRZdSclA!2e0!7i13312!8i6656
;51.2914120531;-0.3385806111;gone;1990s ;Rising Sun [2];Guildford Road ;;Leatherhead;Surrey;KT22 9DJ ;;https://photos.francisfrith.com/frith/leatherhead-rising-sun-c1965_l26096.jpg;http://www.closedpubs.co.uk/surrey/fetcham_risingsun2.html;https://www.google.co.uk/maps/@51.2916695,-0.3381839,3a,78.2y,219.91h,96.55t/data=!3m6!1e1!3m4!1sioRalikPf4LRsculLIA3Gw!2e0!7i13312!8i6656
;51.2911319348;-0.3548602773;open;;Bell;Bell Lane;Fetcham;Leatherhead;Surrey;KT22 9ND;;https://whatpub.com/img/KIN/6908/bell-fetcham/298/224/22121;https://whatpub.com/pubs/KIN/6908/bell-fetcham;https://www.google.co.uk/maps/@51.2913157,-0.3546588,3a,47.5y,208.95h,96.71t/data=!3m6!1e1!3m4!1sNtUQ3Y9J9rRrvUVfbwHoGw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;
;51.2787849389;-0.3876771046;open;;Olde Windsor Castle;Little Bookham Street;Little Bookham;Leatherhead;Surrey;KT23 3AA;;https://whatpub.com/img/KIN/7042/olde-windsor-castle-little-bookham/200/150;https://whatpub.com/pubs/KIN/7042/olde-windsor-castle-little-bookham;https://www.google.co.uk/maps/@51.2788641,-0.387293,3a,52.1y,260.98h,88.68t/data=!3m7!1e1!3m5!1s-RH-yO4qYzFHYJmDXuRKdw!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3D-RH-yO4qYzFHYJmDXuRKdw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D88.75758%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;51.289647452;-0.3901487616;open;;Bookham Grange Hotel;Little Bookham Common;Little Bookham;Leatherhead;Surrey;KT23 3HS;;https://whatpub.com/img/KIN/6918/bookham-grange-hotel-little-bookham/298/224/42532;https://whatpub.com/pubs/KIN/6918/bookham-grange-hotel-little-bookham;https://www.google.co.uk/maps/@51.2898364,-0.3905152,3a,75y,140.11h,85.62t/data=!3m6!1e1!3m4!1sWHMPKmXocdkFoxHfTLStzA!2e0!7i13312!8i6656
;;;bone;;Fox & Hounds ;;Little Bookham;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/littlebookham_foxhounds.html;
;51.2774997221;-0.3851705816;bone;1890s;Child’s Hall ;Lower Road ;Little Bookham;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/greatbookham_childshall.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_childshall.html;https://www.google.co.uk/maps/@51.2773663,-0.3848171,3a,54.7y,307.89h,86.51t/data=!3m6!1e1!3m4!1s8o6wl2cqM43aQUrgN196jQ!2e0!7i13312!8i6656
;51.2762966854;-0.3874424127;gone;;Preston Cross Hotel & Country Club;Rectory Lane;Great Bookham;Leatherhead;Surrey;KT23 4DY;;https://whatpub.com/img/KIN/7055/preston-cross-hotel-country-club-great-bookham/298/224/22124;https://whatpub.com/pubs/KIN/7055/preston-cross-hotel-country-club-great-bookham;https://www.google.co.uk/maps/@51.2763386,-0.3867247,3a,50.4y,257.77h,96.89t/data=!3m7!1e1!3m5!1srCTzMD6hukyJ32oRhHKDaQ!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DrCTzMD6hukyJ32oRhHKDaQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D228.41396%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;51.2786565861;-0.373722241;open;;Royal Oak;16 High Street;Great Bookham;Leatherhead;Surrey;KT23 4AG;;https://whatpub.com/img/KIN/7078/royal-oak-great-bookham/200/150;https://whatpub.com/pubs/KIN/7078/royal-oak-great-bookham;https://www.google.co.uk/maps/@51.2787184,-0.3735932,3a,75y,259.65h,91.06t/data=!3m6!1e1!3m4!1sTdKJRhXbrj_m6YK-zvLC7w!2e0!7i13312!8i6656
;51.2791804797;-0.3738194711;open;;Old Crown;1 High Street;Great Bookham;Leatherhead;Surrey;KT23 4AA;;https://whatpub.com/img/KIN/7035/old-crown-great-bookham/298/224/22123;https://whatpub.com/pubs/KIN/7035/old-crown-great-bookham;https://www.google.co.uk/maps/@51.2792653,-0.3740479,3a,75y,101.94h,90.2t/data=!3m6!1e1!3m4!1sctZMN4V0sswOhDaJdo0dVw!2e0!7i13312!8i6656
;51.2816387986;-0.3683484352;open;;Anchor;161 Lower Road;Great Bookham;Leatherhead;Surrey;KT23 4AH;;https://whatpub.com/img/KIN/6892/anchor-great-bookham/298/224/22122;https://whatpub.com/pubs/KIN/6892/anchor-great-bookham;https://www.google.co.uk/maps/@51.28177,-0.3686353,3a,41.3y,113.47h,94.48t/data=!3m6!1e1!3m4!1shByoxht6pNmcXv8bFdnvMg!2e0!7i13312!8i6656
;;;;;;;;;;;;;;
;51.2798234894;-0.3750854744;bone;;King’s Arms ;Church Street ;Great Bookham;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/greatbookham_kingsarms.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_kingsarms.html;https://www.google.co.uk/maps/@51.2798186,-0.3752436,3a,56.2y,100.55h,93.58t/data=!3m6!1e1!3m4!1siFfs3RazdxDnbova3P97pA!2e0!7i13312!8i6656
;51.2773118021;-0.3722611097;bone;1890s;Saracen ;;Great Bookham;Leatherhead;Surrey;;White Hart|Saracen & Ring;http://www.closedpubs.co.uk/surrey/pics/greatbookham_saracenring.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_saracenring.html;https://www.google.co.uk/maps/@51.2770721,-0.372263,3a,55.1y,3.97h,94.27t/data=!3m6!1e1!3m4!1s9Wi0Fhi14C0EBQM-s3A3CA!2e0!7i13312!8i6656
;;;;;;;;;;;;;;
;51.2726353667;-0.4018566026;open;;Plough;Orestan Lane;Effingham ;Leatherhead;Surrey;KT24 5SW ;;;https://whatpub.com/pubs/SHB/440/plough-inn-effingham;https://www.google.co.uk/maps/@51.2725547,-0.4017032,3a,75y,322.91h,87.42t/data=!3m6!1e1!3m4!1s5T4YZYE6hThKy0Y64voGNA!2e0!7i13312!8i6656
;51.2722284424;-0.4001721753;open;;Sir Douglas Haig;The Street;Effingham ;Leatherhead;Surrey;KT24 5LU;Blucher Hotel;https://whatpub.com/img/SHB/573/sir-douglas-haig-effingham/200/150;https://whatpub.com/pubs/SHB/573/sir-douglas-haig-effingham;https://www.google.co.uk/maps/@51.2724442,-0.400478,3a,42y,138.45h,94.74t/data=!3m6!1e1!3m4!1sMjpshMBs_h-TiWMxZnMXrw!2e0!7i13312!8i6656
