_id;hide;kind;vague;lat;lon;status;closed;name;addr;town;posttown;county;postcode;prev;img;url;listed;gsv
gu236-hautboy;;;;51.2997795659;-0.4587543038;gone;2007;Hautboy;Ockham Lane;Ockham;Woking;Surrey;GU23 6NP;;http://www.closedpubs.co.uk/surrey/pics/ockham_hautboy.jpg|https://photos.francisfrith.com/frith/ockham-the-hautboy-hotel-c1938_o6303.jpg;http://www.closedpubs.co.uk/surrey/ockham_hautboyinn.html|https://whatpub.com/pubs/SHB/293/hautboy-inn-ockham;;https://www.google.co.uk/maps/@51.299585,-0.458651,3a,75y,316.62h,92.62t/data=!3m6!1e1!3m4!1soXazB-oNH-iSw_5D6B-ZEA!2e0!7i13312!8i6656
gu236-anchor-q;;;;51.322753;-0.49007;open;;Anchor;Lock Lane ;Pyrford ;Woking;Surrey;GU23 6QW ;;https://whatpub.com/img/SHB/19/anchor-pyrford/298/224/98732;https://whatpub.com/pubs/SHB/19/anchor-pyrford;;https://www.google.co.uk/maps/@51.3224887,-0.489589,3a,32.3y,322.21h,87t/data=!3m6!1e1!3m4!1sTk-1Fihkl1JzeJAa3cb3cQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
gu237-new-inn;;;;51.294473;-0.541627;open;;New Inn;Send Road ;Send ;Woking;Surrey;GU23 7EN ;;https://whatpub.com/img/SHB/405/new-inn-send/298/224/81568;https://whatpub.com/pubs/SHB/405/new-inn-send;;https://www.google.co.uk/maps/@51.2945413,-0.5414657,3a,50.8y,248.48h,84.81t/data=!3m6!1e1!3m4!1su0G5C-HCf71fEjVw5_OX3A!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
gu236-three-mariners;;;;51.301394;-0.488797;bone;late C17;Three Mariners ;High Street ;Ripley ;Woking;Surrey;;Angel;http://www.closedpubs.co.uk/surrey/pics/ripley_angel.jpg;http://www.closedpubs.co.uk/surrey/ripley_angel.html;;https://www.google.co.uk/maps/@51.3015687,-0.4888405,3a,75y,161.16h,91.95t/data=!3m6!1e1!3m4!1sm4BGC2mB9kLCtdKIRA7qrA!2e0!7i13312!8i6656
gu236-cricketers;;;;;;bone;after 1912;Cricketers  ;Portsmouth Road ;Ripley ;Woking;Surrey;;;;http://www.closedpubs.co.uk/surrey/ripley_cricketers.html;;
gu236-george-hotel;;;;51.29983;-0.492815;bone;early C19;George Hotel  ;10 High Street ;Ripley ;Woking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/ripley_george.JPG;http://www.closedpubs.co.uk/surrey/ripley_george.html;;https://www.google.co.uk/maps/@51.2998545,-0.492985,3a,90y,96.49h,91.41t/data=!3m6!1e1!3m4!1szXAOYBupi1js2tE-KHaBOA!2e0!7i13312!8i6656
gu236-white-hart-1;;;;51.301609;-0.486742;bone;c1746;White Hart [1];High Street ;Ripley ;Woking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/ripley_whitehart2.jpg;http://www.closedpubs.co.uk/surrey/ripley_whitehart2.html;;https://www.google.co.uk/maps/@51.3018399,-0.486941,3a,75y,155.82h,85.89t/data=!3m6!1e1!3m4!1sIjjv5TOpXkssrboVUzKgiw!2e0!7i13312!8i6656
gu236-white-horse;;;;51.301061;-0.49009;bone;c1853;White Horse ;High Street ;Ripley ;Woking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/ripley_whitehorse.jpg;http://www.closedpubs.co.uk/surrey/ripley_whitehorse.html;;https://www.google.co.uk/maps/@51.3012004,-0.4902133,3a,50.3y,149.21h,93.38t/data=!3m6!1e1!3m4!1s6qGMv6IXwLCuDy6iQPLWvQ!2e0!7i13312!8i6656
gu236-white-lion;;;;51.299283;-0.494138;bone;before 1773;White Lion ;High Street ;Ripley ;Woking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/ripley_whitelion.jpg;http://www.closedpubs.co.uk/surrey/ripley_whitelion.html;;https://www.google.co.uk/maps/@51.2991979,-0.4939042,3a,75y,317.72h,88.83t/data=!3m6!1e1!3m4!1sJRSVNymtzT1EJ7mrGfhONQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt91-chessington-oak;;;;51.3642;-0.2974;open;;Chessington Oak;116 Moor Lane;;Chessington ;;KT9 1HX ;;https://whatpub.com/img/KIN/6935/chessington-oak-chessington/298/224/47808;https://whatpub.com/pubs/KIN/6935/chessington-oak-chessington;;https://www.google.co.uk/maps/@51.3639222,-0.2962057,3a,49.2y,275.97h,88.59t/data=!3m6!1e1!3m4!1s6NG9c8EU-q9rV16eYEUQyA!2e0!7i13312!8i6656
kt91-white-hart;;;;51.365634;-0.307731;gone;2008;White Hart ;Hook Road ;;Chessington ;;KT9 1NA ;;;http://www.closedpubs.co.uk/surrey/chessington_whitehart.html|https://whatpub.com/pubs/KIN/16880/white-hart-chessington;;
kt91-maverick;;;;51.369234;-0.295406;dead;2010;Maverick;Cox Lane ;;Chessington ;;KT9 1SG ;Port of Call;http://www.closedpubs.co.uk/surrey/pics/chessington_maverick.JPG;http://www.closedpubs.co.uk/surrey/chessington_maverick.html|https://whatpub.com/pubs/KIN/16878/maverick-chessington;;https://www.google.co.uk/maps/@51.3690045,-0.2955551,3a,75y,18.85h,86.19t/data=!3m6!1e1!3m4!1s8gu1qH6Hro1irhQyZbEiPA!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt92-william-bourne;;;;51.3625;-0.2894;open;;William Bourne;273 Moor Lane ;;Chessington ;;KT9 2BQ ;Bonesgate ;https://whatpub.com/img/KIN/6916/william-bourne-chessington/298/224/20869;https://whatpub.com/pubs/KIN/6916/william-bourne-chessington;;https://www.google.co.uk/maps/@51.3622329,-0.2888377,3a,58.2y,337.25h,92.2t/data=!3m6!1e1!3m4!1sNNJ5StinQ3Jt6RX28NIlUg!2e0!7i13312!8i6656
kt92-harrow;;;;51.35756;-0.311092;gone;2010;Harrow;Leatherhead Road ;;Chessington ;;KT9 2HS ;;http://www.closedpubs.co.uk/surrey/pics/chessington_harrow.JPG;http://www.closedpubs.co.uk/surrey/chessington_harrow.html|https://whatpub.com/pubs/KIN/16879/harrow-chessington;;https://www.google.co.uk/maps/@51.3576191,-0.3114317,3a,90y,83.95h,87.11t/data=!3m7!1e1!3m5!1sh7GumrgXl3LbyljhuU671g!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3Dh7GumrgXl3LbyljhuU671g%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D35.065155%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
kt92-bunkers-bar;;bar;;51.3555;-0.3074;open;;Chessington Golf Centre;Garrison Lane ;;Chessington ;;KT9 2LW ;Bunkers Bar;https://whatpub.com/img/KIN/6934/chessington-golf-centre-chessington/298/224/26324;https://whatpub.com/pubs/KIN/6934/chessington-golf-centre-chessington;;
kt92-monkey-puzzle;;;;51.3485;-0.3148;open;;Monkey Puzzle;Leatherhead Road ;;Chessington ;;KT9 2NE ;;https://whatpub.com/img/KIN/7021/monkey-puzzle-chessington/298/224/22645;https://whatpub.com/pubs/KIN/7021/monkey-puzzle-chessington;;https://www.google.co.uk/maps/@51.3465839,-0.3150137,3a,61y,316.44h,95.01t/data=!3m6!1e1!3m4!1sKAp6mev-9_RguB18FEHOwA!2e0!7i13312!8i6656
kt92-shy-horse;;;;51.3386;-0.3193;open;;Shy Horse;423 Leatherhead Road ;Malden Rushett ;Chessington ;;KT9 2NQ ;;https://whatpub.com/img/KIN/7089/shy-horse-malden-rushett/298/224/26336;https://whatpub.com/pubs/KIN/7089/shy-horse-malden-rushett;;https://www.google.co.uk/maps/@51.3372202,-0.3202806,3a,56y,102.02h,96.09t/data=!3m6!1e1!3m4!1szi9_IOZF9g05SC15mBzsYA!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt100-griffin;;;;51.35968;-0.33497;open;;Griffin;58 Common Road ;Claygate ;Esher;Surrey;KT10 0HW ;;https://whatpub.com/img/KIN/6980/griffin-claygate/298/224/22191;https://whatpub.com/pubs/KIN/6980/griffin-claygate;;https://www.google.co.uk/maps/@51.3596182,-0.3346159,3a,89.7y,304.81h,85.37t/data=!3m6!1e1!3m4!1scVpM3CaTxq-A6IJBCOfq_w!2e0!7i13312!8i6656
kt100-hare-hounds;;;;51.359927;-0.339487;open;;Hare & Hounds;The Green ;Claygate ;Esher;Surrey;KT10 0JL ;;https://whatpub.com/img/KIN/6986/hare-hounds-claygate/298/224/26149;https://whatpub.com/pubs/KIN/6986/hare-hounds-claygate;;https://www.google.co.uk/maps/@51.3598647,-0.3397729,3a,49.4y,78.29h,91.16t/data=!3m6!1e1!3m4!1sMMvmsJOoYjSZMSOBrI8ZRg!2e0!7i13312!8i6656
kt100-winning-horse;;;;51.35545;-0.338298;open;;Winning Horse;35 Coverts Road ;Claygate ;Esher;Surrey;KT10 0JY ;;https://whatpub.com/img/KIN/7122/winning-horse-claygate/298/224/22267;https://whatpub.com/pubs/KIN/7122/winning-horse-claygate;;https://www.google.co.uk/maps/@51.3555923,-0.3385565,3a,49.4y,134.66h,91.7t/data=!3m6!1e1!3m4!1szFODzSEdGrttrLIj2STKig!2e0!7i13312!8i6656
kt100-foley-arms;;;;51.35982;-0.34531;open;;Foley;106 Hare Lane ;Claygate ;Esher;Surrey;KT10 0LZ ;Foley Arms;https://whatpub.com/img/KIN/6969/foley-claygate/298/224/22190;https://whatpub.com/pubs/KIN/6969/foley-claygate;;https://www.google.co.uk/maps/@51.3596897,-0.3447787,3a,49.7y,288.98h,97.02t/data=!3m6!1e1!3m4!1shXO027wM4fk3orOr1oKxKQ!2e0!7i13312!8i6656
kt100-platform3;;bar;;51.3613;-0.348246;open;;Platform 3;Claygate Station, The Parade ;Claygate ;Esher;Surrey;KT10 0PB ;;https://whatpub.com/img/KIN/16813/platform-3-claygate/298/224/92456;https://whatpub.com/pubs/KIN/16813/platform-3-claygate;;https://www.google.co.uk/maps/@51.3612631,-0.3481247,3a,75y,337.39h,90.46t/data=!3m6!1e1!3m4!1sbwrXUNJeRm_cFiQDjM8JFQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt109-swan;;;;51.364182;-0.354433;open;;Swan;2 Hare Lane ;Claygate ;Esher;Surrey;KT10 9BS ;;https://whatpub.com/img/KIN/7104/swan-claygate/298/224/2007827;https://whatpub.com/pubs/KIN/7104/swan-claygate;;https://www.google.co.uk/maps/@51.3643126,-0.3545714,3a,90y,153.1h,91.58t/data=!3m6!1e1!3m4!1sDiBfc2qvcOtw1zfhdAQoWA!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt111-hut-hotel;;;;51.3155;-0.4588;bone;1970s;Hut Hotel;Portsmouth Road ;Wisley Common;Cobham;Surrey;;;https://photos.francisfrith.com/frith/wisley-hut-hotel-1928_81417.jpg|https://photos.francisfrith.com/frith/wisley-the-hut-hotel-1928_81418.jpg|https://photos.francisfrith.com/frith/wisley-hut-hotel-1903_49287.jpg;https://www.francisfrith.com/uk/wisley/wisley-hut-hotel-1903_49287|http://www.closedpubs.co.uk/surrey/wisley_huthotel.html;;
kt111-tartar-inn;;;;51.3357;-0.4076;bone;;Tartar Inn;Tartar Hill ;;Cobham;Surrey;;;https://photos.francisfrith.com/frith/cobham-tartar-hill-1904_53087.jpg;http://www.closedpubs.co.uk/surrey/cobham_tartar.html;;
kt111-fairmile;;;;51.34082;-0.40127;open;;Fairmile;Portsmouth Road ;;Cobham;Surrey;KT11 1BW ;;https://whatpub.com/img/KIN/6964/fairmile-cobham/298/224/22196;https://whatpub.com/pubs/KIN/6964/fairmile-cobham;;https://www.google.co.uk/maps/@51.3410432,-0.4003383,3a,89.9y,347.95h,85.02t/data=!3m6!1e1!3m4!1sZlSYFzoXzPBZsv-OC-3Gow!2e0!7i13312!8i6656
kt111-white-lion;;;;51.331998;-0.417679;gone;;NY Bar & Grill;46 Portsmouth Road ;;Cobham;Surrey;KT11 1BY ;White Lion;https://whatpub.com/img/KIN/6958/ny-bar-grill-cobham/298/224/42839|https://photos.francisfrith.com/frith/cobham-the-white-lion-1919_68858.jpg|https://photos.francisfrith.com/frith/cobham-the-white-lion-c1955_c131017.jpg;https://whatpub.com/pubs/KIN/6958/ny-bar-grill-cobham;;https://www.google.co.uk/maps/@51.3320418,-0.4175882,3a,90y,163.34h,90.45t/data=!3m6!1e1!3m4!1sY8jPtmwm_PdYc86MHRC_vQ!2e0!7i13312!8i6656
kt111-little-white-lion;;bar;;51.3333;-0.421471;open;;Loch Fyne;17 Portsmouth Road ;;Cobham;Surrey;KT11 1JF ;Little White Lion ;http://www.closedpubs.co.uk/surrey/pics/cobham_littlewhitelion.JPG|https://photos.francisfrith.com/frith/cobham-little-white-lion-1903_49276n.jpg;http://www.closedpubs.co.uk/surrey/cobham_littlewhitelion.html|https://whatpub.com/pubs/KIN/16935/loch-fyne-cobham;;https://www.google.co.uk/maps/@51.3331701,-0.4217894,3a,50y,57.03h,89.03t/data=!3m6!1e1!3m4!1seU-qdGW2KsDJ--SqMvszQA!2e0!7i13312!8i6656
kt111-kings-arms;;;;51.3334;-0.4221;bone;between 1904 & 1914;Kings Arms ;on Painshill ;;Cobham;Surrey;;;https://photos.francisfrith.com/frith/cobham-pains-hill-1904_53095.jpg|https://photos.francisfrith.com/frith/cobham-the-kings-arms-1903_49276m.jpg;http://www.closedpubs.co.uk/surrey/cobham_kingsarms.html;;
kt111-brewery;;;;51.3329;-0.4152;bone;after 1903;Brewery ;;;Cobham;Surrey;;;;;;
kt111-royal-oak;;;;51.3336;-0.4128;bone;;Royal Oak ;Portsmouth Road ;;Cobham;Surrey;;;https://photos.francisfrith.com/frith/cobham-the-royal-oak-1911_63131.jpg;http://www.closedpubs.co.uk/surrey/cobham_royaloak.html;;
kt111-antelope;;;;;;bone;after 1968;Antelope ;site of The George Hotel (also known as The George & Dragon), Portsmouth Road ;;Cobham;Surrey;;;https://d1k3x9ag8od9zn.cloudfront.net/postcards/images/000/068/324/extra_large/2011_03_24_16_40_31.jpg;http://www.closedpubs.co.uk/surrey/cobham_antelope.html;;
kt111-black-swan;;;;51.3045270193;-0.439136627;open;;Black Swan;Old Lane;Martyrs Green;Cobham;Surrey;KT11 1NG;;https://whatpub.com/img/KIN/6913/black-swan-martyrs-green/298/224/22184;https://whatpub.com/pubs/KIN/6913/black-swan-martyrs-green;;https://www.google.co.uk/maps/@51.3043725,-0.4395486,3a,49.5y,59.81h,98.11t/data=!3m7!1e1!3m5!1shNaimCnjYqTheyzOOefqzg!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DhNaimCnjYqTheyzOOefqzg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D119.385956%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt112-griffin;;;;51.3347;-0.3822;bone;c1900;Griffin  ;Knipp Hill ;;Cobham;Surrey;;;;http://www.closedpubs.co.uk/surrey/cobham_griffin.html;;
;;;;;;;;;;;;;;;;;;
kt113-woodlands-park-hotel;;hotel;;51.3167950085;-0.3625971106;open;;Woodlands Park Hotel;Woodlands Lane;Stoke D'Abernon;Cobham;Surrey;KT11 3QB;;https://whatpub.com/img/KIN/7124/woodlands-park-hotel-stoke-dabernon/298/224/42536;https://whatpub.com/pubs/KIN/7124/woodlands-park-hotel-stoke-dabernon;;https://www.google.co.uk/maps/@51.3171709,-0.3633404,3a,57.3y,146.45h,95.89t/data=!3m6!1e1!3m4!1srZIFRU3Q2-CuU1MxmNGnHw!2e0!7i13312!8i6656
kt113-old-plough;;;;51.3208048238;-0.3864593817;open;;Old Plough;2 Station Road;Stoke D'Abernon;Cobham;Surrey;KT11 3BN;;https://photos.francisfrith.com/frith/cobham-station-road-1904_53085.jpg|https://whatpub.com/img/KIN/7038/old-plough-stoke-dabernon/298/224/42535;https://whatpub.com/pubs/KIN/7038/old-plough-stoke-dabernon;;https://www.google.co.uk/maps/@51.3206335,-0.3864253,3a,50.1y,361.29h,89.14t/data=!3m6!1e1!3m4!1sTXaJCsJYJY5DatPLsgb-uA!2e0!7i13312!8i6656
kt113-cricketers;;;;51.3119834362;-0.4108393206;open;;Cricketers;Downside Common, Downside Road;Downside;Cobham;Surrey;KT11 3NX;;https://whatpub.com/img/KIN/6943/cricketers-downside/298/224/22182;https://whatpub.com/pubs/KIN/6943/cricketers-downside;;
kt113-harrow;;;;;;bone;after 1903;Harrow  ;;Downside ;Cobham;Surrey;;;;http://www.closedpubs.co.uk/surrey/cobham_harrow.html;;
kt113-plough;;;;51.3217007821;-0.4125304534;open;;Plough;Plough Lane;Downside;Cobham;Surrey;KT11 3LT;;https://whatpub.com/img/KIN/7050/plough-downside/298/224/22183;https://whatpub.com/pubs/KIN/7050/plough-downside;;https://www.google.co.uk/maps/@51.3218979,-0.4122748,3a,49.2y,220.97h,95.48t/data=!3m6!1e1!3m4!1sx81d0EywBWV9No6AvHWEiA!2e0!7i13312!8i6656
kt113-running-mare;;;;51.3245595178;-0.4014931633;open;;Running Mare;45 Tilt Road;;Cobham;Surrey;KT11 3EZ;;https://whatpub.com/img/KIN/7085/running-mare-cobham/298/224/42841;https://whatpub.com/pubs/KIN/7085/running-mare-cobham;;https://www.google.co.uk/maps/@51.3246824,-0.4013756,3a,75y,210.36h,93.21t/data=!3m6!1e1!3m4!1slf23SeLmrSiTR0SOHZhxYQ!2e0!7i13312!8i6656
kt113-old-bear;;;;51.3271013047;-0.4092635228;open;;Old Bear;Riverhill;;Cobham;Surrey;KT11 3DX;;https://whatpub.com/img/KIN/7033/old-bear-cobham/298/224/42840;https://whatpub.com/pubs/KIN/7033/old-bear-cobham;;https://www.google.co.uk/maps/@51.3269248,-0.409318,3a,60.1y,15.67h,90.69t/data=!3m7!1e1!3m5!1shdLOOW-vNyUQ78r3pAM9tg!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DhdLOOW-vNyUQ78r3pAM9tg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D87.66954%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
kt113-cedar-house;;bar;;51.32802;-0.40602;dead;;Cedar House Riverside Grill;Mill Road;;Cobham;Surrey;KT11 3AL;;https://whatpub.com/img/KIN/6933/cedar-house-riverside-grill-cobham/298/224/42837;https://whatpub.com/pubs/KIN/6933/cedar-house-riverside-grill-cobham;;
kt113-crown-inn;;;;51.3272;-0.4098;bone;c1913;Crown Inn ;High Street;;Cobham;Surrey;;;https://i.pinimg.com/564x/2b/88/cc/2b88ccaa10074ed4fa67c969d64dbec0.jpg;http://www.closedpubs.co.uk/surrey/cobham_crown.html|http://openplaques.org/plaques/8685;;
kt113-fox-hounds;;;;51.3273;-0.4101;bone;1960;Fox & Hounds ;Church Street ;;Cobham;Surrey;;;https://photos.francisfrith.com/frith/cobham-1903_49271.jpg|https://photos.francisfrith.com/frith/cobham-high-street-c1955_c131063.jpg;http://www.closedpubs.co.uk/surrey/cobham_foxhounds.html;;
kt113-white-hart;;;;;;bone;1863;White Hart ;Church Street ;;Cobham;Surrey;;;;http://www.closedpubs.co.uk/surrey/cobham_whitehart.html;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt11-waggon-horses;;;;;;bone;after 1925;Waggon & Horses ;;;Cobham;Surrey;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt171-rifleman;;;;51.33482;-0.26424;open;;Rifleman;5 East Street ;;Epsom;Surrey;KT17 1BB ;;https://whatpub.com/img/KIN/7072/rifleman-epsom/298/224/83283;https://whatpub.com/pubs/KIN/7072/rifleman-epsom;;https://www.google.co.uk/maps/@51.334704,-0.2641956,3a,90y,351.01h,92.16t/data=!3m6!1e1!3m4!1sa5PiLB57BUA8FFTJHOZC8w!2e0!7i13312!8i6656
kt171-locomotive;;;;51.33726;-0.25941;limbo;;Bar XLR;79 East Street ;;Epsom;Surrey;KT17 1DT ;Locomotive|Common Room|Bear’s|Friends|Vibe;https://whatpub.com/img/KIN/7109/bar-xlr-epsom/298/224/31544;https://whatpub.com/pubs/KIN/7109/bar-xlr-epsom;;https://www.google.co.uk/maps/@51.3371772,-0.2592914,3a,75y,292.74h,89.2t/data=!3m6!1e1!3m4!1sLjzvX21iHU7Zxm6FllYRDQ!2e0!7i13312!8i6656
kt171-kings-arms;;;;51.33823;-0.25765;limbo;;King's Arms;144 East Street ;;Epsom;Surrey;KT17 1EY ;;https://whatpub.com/img/KIN/7001/kings-arms-epsom/298/224/52616;https://whatpub.com/pubs/KIN/7001/kings-arms-epsom;;https://www.google.co.uk/maps/@51.3382692,-0.2577402,3a,90y,153.93h,90.59t/data=!3m6!1e1!3m4!1svCHmTWra9HraGzG8Y11bDg!2e0!7i13312!8i6656
kt171-stir;;bar;;51.33472;-0.26381;open;;Stir;4 East Street ;;Epsom;Surrey;KT17 1HH ;;https://whatpub.com/img/KIN/12468/stir-epsom/298/224/83284;https://whatpub.com/pubs/KIN/12468/stir-epsom;;https://www.google.co.uk/maps/@51.3347306,-0.2640025,3a,75y,100.24h,88.33t/data=!3m6!1e1!3m4!1sMhtUvErMkpp8tlmAFwAsrg!2e0!7i13312!8i6656
kt171-glyn-arms;;;;51.34625;-0.24069;open;;Toby Carvery;45 Cheam Road ;Ewell ;Epsom;Surrey;KT17 1QZ ;Glyn Arms;https://whatpub.com/img/KIN/7107/toby-carvery-ewell/298/224/22096;https://whatpub.com/pubs/KIN/7107/toby-carvery-ewell;;https://www.google.co.uk/maps/@51.3461316,-0.2409036,3a,90y,42.89h,91.79t/data=!3m6!1e1!3m4!1s-ux49V5fZtdCrkgXLElWeg!2e0!7i13312!8i6656
kt171-green-man;;;;51.34764;-0.24968;open;;Famous Green Man;71 High Street ;Ewell ;Epsom;Surrey;KT17 1RX ;;https://whatpub.com/img/KIN/6965/famous-green-man-ewell/298/224/22653;https://whatpub.com/pubs/KIN/6965/famous-green-man-ewell;;https://www.google.co.uk/maps/@51.3476641,-0.249863,3a,90y,147.04h,92t/data=!3m6!1e1!3m4!1sY2eqcJwzugM5tUAEA7YNPQ!2e0!7i13312!8i6656
kt171-star;;;;51.34898;-0.24891;limbo;;Star;2 Cheam Road ;Ewell ;Epsom;Surrey;KT17 1SA ;After Hours|Pipps|Marbles|Loose Box;https://whatpub.com/img/KIN/7098/star-ewell/298/224/22657;https://whatpub.com/pubs/KIN/7098/star-ewell;;https://www.google.co.uk/maps/@51.3490627,-0.2490194,3a,75y,177.68h,86.56t/data=!3m7!1e1!3m5!1s72jKZIfzwp9bmNOed3fcgg!2e0!5s20091001T000000!7i13312!8i6656
kt171-king-william-iv;;;;51.349432;-0.249073;dead;;King William IV;17 High Street ;Ewell ;Epsom;Surrey;KT17 1SB ;;https://whatpub.com/img/KIN/6998/king-william-iv-ewell/298/224/22654;https://whatpub.com/pubs/KIN/6998/king-william-iv-ewell;;https://www.google.co.uk/maps/@51.3493752,-0.249217,3a,84y,60.01h,86.47t/data=!3m6!1e1!3m4!1sBweV7ZrvuDU5AJmsdk6FWg!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt172-wheatsheaf;;;;51.35224;-0.2508;open;;Wheatsheaf;34 Kingston Road ;Ewell ;Epsom;Surrey;KT17 2AA ;;https://whatpub.com/img/KIN/7117/wheatsheaf-ewell/298/224/83252;https://whatpub.com/pubs/KIN/7117/wheatsheaf-ewell;;https://www.google.co.uk/maps/@51.352203,-0.250916,3a,89.4y,76.27h,92.19t/data=!3m6!1e1!3m4!1sC5YJSMwSTd63373XS0sevQ!2e0!7i13312!8i6656
kt172-spring-tavern;;;;51.35134;-0.25026;open;;Spring Tavern;1 London Road ;Ewell ;Epsom;Surrey;KT17 2AY ;;https://whatpub.com/img/KIN/7095/spring-tavern-ewell/298/224/22656;https://whatpub.com/pubs/KIN/7095/spring-tavern-ewell;;https://www.google.co.uk/maps/@51.3511659,-0.2500257,3a,49.5y,324.3h,90.91t/data=!3m6!1e1!3m4!1s0ozSqnqLN7gs2A8MEiRtEA!2e0!7i13312!8i6656
kt172-organ-inn;;;;51.3546;-0.24568;gone;;Organ & Dragon;65 London Road ;Ewell ;Epsom;Surrey;KT17 2BL ;Organ Inn ;https://whatpub.com/img/KIN/7043/organ-dragon-ewell/298/224/26334;https://whatpub.com/pubs/KIN/7043/organ-dragon-ewell;;https://www.google.co.uk/maps/@51.3543461,-0.2456945,3a,75y,352.66h,88.69t/data=!3m7!1e1!3m5!1sdHhwasj-zLzNIg5IKlpXTw!2e0!5s20080801T000000!7i13312!8i6656
kt172-eight-bells;;;;51.35477;-0.25128;open;;Eight Bells;78 Kingston Road ;Ewell ;Epsom;Surrey;KT17 2DU ;;https://whatpub.com/img/KIN/6957/eight-bells-ewell/298/224/22094;https://whatpub.com/pubs/KIN/6957/eight-bells-ewell;;https://www.google.co.uk/maps/@51.354667,-0.2516118,3a,73.1y,69.9h,94.04t/data=!3m6!1e1!3m4!1sFvXW1vslAbxe4LmwpS3MNw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt173-driftbridge-hotel;;hotel;;51.326125;-0.233181;dead;2004;Driftbridge;Reigate Road ;Driftbridge;Epsom;Surrey;KT17 3JZ ;;https://whatpub.com/img/REI/114/driftbridge-drift-bridge/298/224/1;https://whatpub.com/pubs/REI/114/driftbridge-drift-bridge;;https://www.google.co.uk/maps/@51.326101,-0.23287,3a,75y,270.91h,90.39t/data=!3m7!1e1!3m5!1sF8gLMe4mdpkqithOgBhv1A!2e0!5s20160901T000000!7i13312!8i6656
kt173-omnia;;bar;;51.325228;-0.233359;dead;2006;Omnia;215 Fir Tree Road ;Driftbridge;Epsom;Surrey;KT17 3LB ;;https://whatpub.com/img/REI/115/omnia-drift-bridge/298/224/1;https://whatpub.com/pubs/REI/115/omnia-drift-bridge;;https://www.google.co.uk/maps/@51.3250374,-0.2331716,3a,50.5y,302.85h,83.35t/data=!3m6!1e1!3m4!1sK5ez8jDfYFEgtM5aANhWIw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt174-railway-guard;;;;51.33346;-0.25754;open;;Railway Guard;48 Church Road ;;Epsom;Surrey;KT17 4DZ ;;https://whatpub.com/img/KIN/7064/railway-guard-epsom/298/224/22108;https://whatpub.com/pubs/KIN/7064/railway-guard-epsom;;https://www.google.co.uk/maps/@51.3333418,-0.2574991,3a,90y,292.3h,85.33t/data=!3m6!1e1!3m4!1szw47felNiBtziOSepv0nXA!2e0!7i13312!8i6656
kt174-barley-mow;;;;51.33419;-0.25809;open;;Barley Mow;12 Pikes Hill ;;Epsom;Surrey;KT17 4EA ;;https://whatpub.com/img/KIN/6903/barley-mow-epsom/298/224/31542;https://whatpub.com/pubs/KIN/6903/barley-mow-epsom;;https://www.google.co.uk/maps/@51.3341463,-0.2578912,3a,75y,267.6h,92.08t/data=!3m6!1e1!3m4!1s1MdZhZHH0Fve3g--uvCDYw!2e0!7i13312!8i6656
