_id;hide;kind;vague;lat;lon;status;closed;name;addr;town;posttown;county;postcode;prev;img;url;listed;gsv
kt174-south-hatch;;;;51.31842;-0.24993;dead;2013;South Hatch;46 Burgh Heath Road;;Epsom;Surrey;KT17 4LX;;https://whatpub.com/img/KIN/7094/south-hatch-epsom/298/224/42526;http://www.epsomguardian.co.uk/news/10835735.Much_loved_racing_restaurant_says_emotional_goodbye_after_nearly_30_years/|https://whatpub.com/pubs/KIN/7094/south-hatch-epsom;;https://www.google.co.uk/maps/@51.3201081,-0.2509103,3a,75y,62.48h,90.8t/data=!3m6!1e1!3m4!1shmkJfG2ABM24rCYoy9j0uw!2e0!7i13312!8i6656
kt174-faraday;;bar;;51.33383;-0.26399;open;;Faraday;2 Church Street ;;Epsom;Surrey;KT17 4NY ;;https://whatpub.com/img/KIN/7108/faraday-epsom/298/224/74252;https://whatpub.com/pubs/KIN/7108/faraday-epsom;;https://www.google.co.uk/maps/@51.3338949,-0.2638747,3a,89.9y,225.32h,91.99t/data=!3m6!1e1!3m4!1sQPNrtY39irHrzi4DcULIlA!2e0!7i13312!8i6656
kt174-olde-kings-head;;;;51.33053;-0.25995;open;;Olde Kings Head;26 Church Street ;;Epsom;Surrey;KT17 4QB ;;https://whatpub.com/img/KIN/7040/olde-kings-head-epsom/298/224/31769;https://whatpub.com/pubs/KIN/7040/olde-kings-head-epsom;;https://www.google.co.uk/maps/@51.3304891,-0.2598483,3a,90y,261.94h,89.08t/data=!3m6!1e1!3m4!1sRTCrN0eG9yUQw2Pjr9UFJQ!2e0!7i13312!8i6656
kt174-lime-bar;;bar;;51.33484;-0.25964;dead;;Lime Bar;11 Upper High Street ;;Epsom;Surrey;KT17 4QY ;;https://whatpub.com/img/KIN/7010/lime-bar-epsom/298/224/47813;https://whatpub.com/pubs/KIN/7010/lime-bar-epsom;;https://www.google.co.uk/maps/@51.3341855,-0.262981,3a,75y,349.31h,88.64t/data=!3m6!1e1!3m4!1sTHjlvnYXSkTNm9gmJb1KkQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt185-epsom-playhouse;;bar;;51.33158;-0.27025;open;;Epsom Playhouse Bar;Ashley Avenue ;;Epsom;Surrey;KT18 5AL ;;https://whatpub.com/img/KIN/6959/epsom-playhouse-bar-epsom/298/224/31551;https://whatpub.com/pubs/KIN/6959/epsom-playhouse-bar-epsom;;https://www.google.co.uk/maps/@51.3313917,-0.269821,3a,75y,311.17h,90.91t/data=!3m6!1e1!3m4!1sEKJWbv490AzwF8Dmmh3O2g!2e0!7i13312!8i6656
kt185-rising-sun;;;;51.33085;-0.26324;open;;Rising Sun;14 Heathcote Road ;;Epsom;Surrey;KT18 5DX ;;https://whatpub.com/img/KIN/7073/rising-sun-epsom/298/224/31770;https://whatpub.com/pubs/KIN/7073/rising-sun-epsom;;https://www.google.co.uk/maps/@51.3307056,-0.2633102,3a,73.3y,9.91h,85.9t/data=!3m7!1e1!3m5!1siPP8hxDMPkHEcvNdELng9Q!2e0!5s20150801T000000!7i13312!8i6656
kt185-derby-arms;;;;51.3145720238;-0.2546435608;open;;Derby Arms;The Downs;Epsom Downs;Epsom;Surrey;KT18 5LE;;https://whatpub.com/img/KIN/6947/derby-arms-epsom-downs/298/224/22114;https://whatpub.com/pubs/KIN/6947/derby-arms-epsom-downs;;https://www.google.co.uk/maps/@51.3144669,-0.2545047,3a,75y,298.32h,87.03t/data=!3m7!1e1!3m5!1slHIWb1J9AqUwDMM_qOwZEw!2e0!5s20160901T000000!7i13312!8i6656
kt185-rubbing-house;;;;51.3131151238;-0.258286002;open;;Rubbing House;The Downs;Epsom Downs;Epsom;Surrey;KT18 5LJ;;https://whatpub.com/img/KIN/7080/rubbing-house-epsom-downs/298/224/42527;https://whatpub.com/pubs/KIN/7080/rubbing-house-epsom-downs;;https://www.google.co.uk/maps/@51.3132928,-0.257908,3a,53.7y,230.06h,91.77t/data=!3m6!1e1!3m4!1syaHC4je8S7euzKJvT4Nq5w!2e0!7i13312!8i6656
kt185-tattenham-corner;;;;51.3116766194;-0.2435982254;open;;Tattenham Corner;Tattenham Corner Road;Tattenham Corner;Epsom;Surrey;KT18 5NY;;https://whatpub.com/img/REI/153/tattenham-corner-tattenham-corner/298/224/1;https://whatpub.com/pubs/REI/153/tattenham-corner-tattenham-corner;;https://www.google.co.uk/maps/@51.3117801,-0.2443657,3a,32.2y,108.04h,93.11t/data=!3m6!1e1!3m4!1sfLZLUkoc3c2DZN0oxnaEZg!2e0!7i13312!8i6656
kt185-wine-rack;;bar;;51.309779;-0.240552;open;;Wine Rack;29-31 Tattenham Crescent;Tattenham Corner;Epsom;Surrey;KT18 5QJ;;;https://whatpub.com/pubs/REI/512/wine-rack-tattenham-corner;;https://www.google.co.uk/maps/@51.3097419,-0.2405153,3a,89.2y,347.33h,90.93t/data=!3m6!1e1!3m4!1s2gJJxp7yr-lvKxSdcxYu2w!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt186-cock;;;;51.2797203065;-0.2744932486;open;;Cock;Church Lane;Headley;Epsom;Surrey;KT18 6LE;Headley Hills|Cock Horse;https://whatpub.com/img/KIN/6939/cock-inn-headley/298/224/88284;https://whatpub.com/pubs/KIN/6939/cock-inn-headley;;https://www.google.co.uk/maps/@51.2798288,-0.2747511,3a,75y,118.39h,95.8t/data=!3m6!1e1!3m4!1sDPaP2b8mN3N4Ukqx03bpYQ!2e0!7i13312!8i6656
kt186-clermont;;;;51.2750785175;-0.2768790776;bone;1958;Clermont ;Tot Hill ;Headley;Epsom;Surrey;;;http://www.headleysurrey.org.uk/pichh/cmont1.jpg;http://www.closedpubs.co.uk/surrey/headley_clermont.html;;https://www.google.co.uk/maps/@51.2752742,-0.2765196,3a,89.9y,230.17h,83.24t/data=!3m6!1e1!3m4!1seXq7kRxgQwPk8dJv5es4ZQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt187-amato;;;;51.32445;-0.26836;open;;Amato;18 Chalk Lane;;Epsom;Surrey;KT18 7AS;;https://whatpub.com/img/KIN/6891/amato-epsom/298/224/22000475;https://whatpub.com/pubs/KIN/6891/amato-epsom;;https://www.google.co.uk/maps/@51.3243657,-0.2680897,3a,75y,280h,93.19t/data=!3m6!1e1!3m4!1sJyMd2ZqeW8vvE6_JLOXGYA!2e0!7i13312!8i6656
kt187-white-horse;;;;51.32616;-0.27461;dead;2014;White Horse;63 Dorking Road;;Epsom;Surrey;KT18 7JU;;https://whatpub.com/img/KIN/7119/white-horse-epsom/298/224/22113;https://whatpub.com/pubs/KIN/7119/white-horse-epsom;;https://www.google.co.uk/maps/@51.3262079,-0.2748667,3a,56.1y,107.49h,87.87t/data=!3m6!1e1!3m4!1solw9HTLbFIHLrcjNF2VS_w!2e0!7i13312!8i6656
kt187-haywain;;;;51.32854;-0.27137;open;;Haywain;2-4 St Margarets Drive, Dorking Road;;Epsom;Surrey;KT18 7LB;;https://whatpub.com/img/KIN/6989/haywain-epsom/298/224/22105;https://whatpub.com/pubs/KIN/6989/haywain-epsom;;https://www.google.co.uk/maps/@51.3284219,-0.2711235,3a,75y,286.72h,88.53t/data=!3m6!1e1!3m4!1syZsdWApAybylOxGf6lTe_Q!2e0!7i13312!8i6656
kt187-magpie;;;;51.33213;-0.27094;open;;Acorn 30;30 South Street ;;Epsom;Surrey;KT18 7PF ;Magpie|Symonds Wells;https://whatpub.com/img/KIN/7105/acorn-30-epsom/298/224/22647;https://whatpub.com/pubs/KIN/7105/acorn-30-epsom;;https://www.google.co.uk/maps/@51.332344,-0.2706342,3a,45.5y,216.87h,94.7t/data=!3m6!1e1!3m4!1sRpaj7zLqrsiGE8o_Uv-dWg!2e0!7i13312!8i6656
kt187-ladas;;;;51.32546;-0.26962;gone;2012;Ladas;Woodcote Road;;Epsom;Surrey;KT18 7QS;;https://whatpub.com/img/KIN/7006/ladas-epsom/298/224/22107;https://whatpub.com/pubs/KIN/7006/ladas-epsom;;https://www.google.co.uk/maps/@51.3253301,-0.2697212,3a,75y,50.67h,91.88t/data=!3m6!1e1!3m4!1sQtIOKbmWCCDPd32E4T2E8g!2e0!7i13312!8i6656
kt187-marquis-granby;;;;51.3332;-0.27062;open;;Marquis of Granby;4 West Street ;;Epsom;Surrey;KT18 7RG ;;https://whatpub.com/img/KIN/7017/marquis-of-granby-epsom/298/224/22001554;https://whatpub.com/pubs/KIN/7017/marquis-of-granby-epsom;;https://www.google.co.uk/maps/@51.3329737,-0.2707894,3a,54.8y,24.13h,92.86t/data=!3m6!1e1!3m4!1sXlQjwPIk1p1CtGp-HOnq6w!2e0!7i13312!8i6656
kt187-jolly-coopers;;;;51.33085;-0.28147;open;;Jolly Coopers;84 Wheelers Lane ;;Epsom;Surrey;KT18 7SD ;;https://whatpub.com/img/KIN/6995/jolly-coopers-epsom/298/224/89561;https://whatpub.com/pubs/KIN/6995/jolly-coopers-epsom;;https://www.google.co.uk/maps/@51.3311739,-0.2819361,3a,75y,52.49h,85.57t/data=!3m6!1e1!3m4!1sy_7ijT26vbwUb0GfTTZQlQ!2e0!7i13312!8i6656
kt187-cricketers;;;;51.33328;-0.28195;open;;Cricketers;1 Stamford Green Road ;;Epsom;Surrey;KT18 7SR ;;https://whatpub.com/img/KIN/6945/cricketers-epsom/298/224/26326;https://whatpub.com/pubs/KIN/6945/cricketers-epsom;;https://www.google.co.uk/maps/@51.333531,-0.2823921,3a,56.8y,138.22h,97.41t/data=!3m6!1e1!3m4!1sFeXcJjPvSQkfbtY5lduRlw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt198-slug-lettuce;;;;51.33421;-0.26598;open;;Slug & Lettuce;10 Derby Square ;;Epsom;Surrey;KT19 8AX ;;https://whatpub.com/img/KIN/7091/slug-lettuce-epsom/298/224/22110;https://whatpub.com/pubs/KIN/7091/slug-lettuce-epsom;;https://www.google.co.uk/maps/@51.3341726,-0.2662249,3a,90y,220.28h,86.01t/data=!3m6!1e1!3m4!1sA_5tsZ8SZI-AcT9IV68FBA!2e0!7i13312!8i6656
kt198-boogie-lounge;;bar;;51.3336;-0.2673;open;;Boogie Lounge;1a Waterloo Road ;;Epsom;Surrey;KT19 8AY ;Legends|Po-Na-Na;https://whatpub.com/img/KIN/6917/boogie-lounge-epsom/298/224/31545;https://whatpub.com/pubs/KIN/6917/boogie-lounge-epsom;;https://www.google.co.uk/maps/@51.3335941,-0.2672217,3a,75y,254.76h,85.26t/data=!3m7!1e1!3m5!1sN_2XmSTCd9dhljkmsE2VYA!2e0!5s20150701T000000!7i13312!8i6656
kt198-cafe-rouge;;bar;;51.33327;-0.26904;open;;Cafe Rouge;96-98 High Street ;;Epsom;Surrey;KT19 8BJ ;;https://whatpub.com/img/KIN/6926/cafe-rouge-epsom/298/224/22649;https://whatpub.com/pubs/KIN/6926/cafe-rouge-epsom;;https://www.google.co.uk/maps/@51.3331448,-0.2689507,3a,49.5y,320.77h,94.61t/data=!3m7!1e1!3m5!1sPqBqoi3ZB_XQgaGQrX2nCQ!2e0!5s20150701T000000!7i13312!8i6656
kt198-albion;;;;51.33284;-0.27063;open;;Albion;134 High Street ;;Epsom;Surrey;KT19 8BT ;;https://whatpub.com/img/KIN/6887/albion-epsom/298/224/74251;https://whatpub.com/pubs/KIN/6887/albion-epsom;;https://www.google.co.uk/maps/@51.3326836,-0.2705188,3a,75y,285.2h,93.05t/data=!3m6!1e1!3m4!1sYRoGJd2kCEITWyznXvlCnQ!2e0!7i13312!8i6656
kt198-assembly-rooms;;;;51.33274;-0.26992;open;;Assembly Rooms;147-153 High Street ;;Epsom;Surrey;KT19 8EH ;;https://whatpub.com/img/KIN/6899/assembly-rooms-epsom/298/224/22101;https://whatpub.com/pubs/KIN/6899/assembly-rooms-epsom;;https://www.google.co.uk/maps/@51.3329216,-0.2700426,3a,75y,171.76h,88.82t/data=!3m6!1e1!3m4!1sSf4OCJabA85WkcmSf6HI6A!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt198-horton-park;;bar;;51.35594;-0.27551;open;;Horton Park Golf Club;Hook Road, West Ewell ;;Epsom;Surrey;KT19 8QG ;;https://whatpub.com/img/KIN/6993/horton-park-golf-club-ewell/298/224/22095;https://whatpub.com/pubs/KIN/6993/horton-park-golf-club-ewell;;https://www.google.co.uk/maps/@51.3560505,-0.2752914,3a,85.1y,242.29h,89.81t/data=!3m7!1e1!3m5!1snOkgIT01KGcfm9pvX_N4Bw!2e0!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DnOkgIT01KGcfm9pvX_N4Bw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D272.87784%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
kt198-blenheim;;;;51.340554;-0.271293;open;;Blenheim Arms;7 Manor Green Road ;;Epsom;Surrey;KT19 8RA ;Blenheim|GGs;https://whatpub.com/img/KIN/6914/blenheim-arms-epsom/298/224/22103;https://whatpub.com/pubs/KIN/6914/blenheim-arms-epsom;;https://www.google.co.uk/maps/@51.3407683,-0.2713943,3a,49.5y,164.43h,91.08t/data=!3m6!1e1!3m4!1sx3oBh7bLC4olUNYuyo5Biw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt199-kingfisher;;;;51.36297;-0.27653;dead;;Kingfisher;Ruxley Lane ;Ewell ;Epsom;Surrey;KT19 9JS ;;https://whatpub.com/img/KIN/7000/kingfisher-ewell/298/224/26332;https://whatpub.com/pubs/KIN/7000/kingfisher-ewell;;https://www.google.co.uk/maps/@51.3625744,-0.2764202,3a,45.3y,344.44h,92.76t/data=!3m6!1e1!3m4!1sAMScgrXmNlHSg1r8EAr_kg!2e0!7i13312!8i6656
kt199-sefton-arms;;;;51.3475;-0.266;gone;2008;Sefton Arms;Sefton Road ;;Epsom;Surrey;KT19 9JZ ;;https://whatpub.com/img/KIN/7087/sefton-arms-epsom/298/224/63075;https://whatpub.com/pubs/KIN/7087/sefton-arms-epsom;;https://www.google.co.uk/maps/@51.3470901,-0.2660951,3a,75y,346.89h,81.52t/data=!3m6!1e1!3m4!1sZFPkgqoe6nPFhMSJAFwG0Q!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt205-blue-anchor;;;;51.286552526;-0.2286261334;open;;Blue Anchor;Dorking Road;;Tadworth;Surrey;KT20 5SL;;https://whatpub.com/img/REI/367/blue-anchor-tadworth/298/224/1;https://whatpub.com/pubs/REI/367/blue-anchor-tadworth;;https://www.google.co.uk/maps/@51.2862912,-0.2282448,3a,28.1y,316.69h,95.41t/data=!3m6!1e1!3m4!1s477NkTBa2DCONS2ZcZt4JQ!2e0!7i13312!8i6656
kt205-dukes-head;;;;51.2872889526;-0.2278845026;open;;Duke's Head;Dorking Road;;Tadworth;Surrey;KT20 5SL;;https://whatpub.com/img/REI/368/dukes-head-tadworth/298/224/1;https://whatpub.com/pubs/REI/368/dukes-head-tadworth;;https://www.google.co.uk/maps/@51.2870795,-0.2276488,3a,50.7y,337.35h,86.8t/data=!3m6!1e1!3m4!1sTbUlKF0p3-jWufPUZI3JWQ!2e0!7i13312!8i6656
kt205-bricklayers-arms;;;;51.2909046525;-0.2261142446;open;;Inn on the Green;Dorking Road;;Tadworth;Surrey;KT20 5RX;Bricklayer's Arms|Tumble Beacon;https://whatpub.com/img/REI/369/inn-on-the-green-tadworth/298/224/1;https://whatpub.com/pubs/REI/369/inn-on-the-green-tadworth;;https://www.google.co.uk/maps/@51.290972,-0.2257829,3a,53.5y,257.4h,91.73t/data=!3m6!1e1!3m4!1sjPiAeMlOVccxfkiuU1wIMg!2e0!7i13312!8i6656
kt205-surrey-yeoman;;;;51.3064268693;-0.2204722193;gone;late 1990s;Surrey Yeoman;Reigate Road;Burgh Heath;Tadworth;Surrey;KT20 5NT;;http://theoldhometown.com.s3.amazonaws.com/bansteadvillage.com/217.jpg;https://whatpub.com/pubs/REI/36/surrey-yeoman-burgh-heath;;https://www.google.co.uk/maps/@51.3063236,-0.2206465,3a,90y,55.71h,89.18t/data=!3m6!1e1!3m4!1sHmsvENyr-BNq4EJfyyRkwA!2e0!7i13312!8i6656
kt205-sheepshearers-arms;;;;51.3060638405;-0.2215129151;bone;1969;Sheepshearer’s Arms ;Reigate Road;Burgh Heath;Tadworth;Surrey;;;http://www.surreymirror.co.uk/images/localworld/ugc-images/275797/Article/images/19474856/5017830-large.jpg|/img/pub/burgh-heath-sheepshearers-arms.jpg;http://www.closedpubs.co.uk/surrey/burghheath_sheepshearersarms.html;;https://www.google.co.uk/maps/@51.3064166,-0.2208167,3a,15y,233.56h,92.35t/data=!3m7!1e1!3m5!1s6w13Hyy1XqnRdLrOWdk19A!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D6w13Hyy1XqnRdLrOWdk19A%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D319.91595%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt206-heathside;;bar;;51.3040038333;-0.219459684;open;;Heathside;Brighton Road;Burgh Heath;Tadworth;Surrey;KT20 6BW;;https://whatpub.com/img/REI/35/heathside-burgh-heath/298/224/1;https://whatpub.com/pubs/REI/35/heathside-burgh-heath;;https://www.google.co.uk/maps/@51.3042037,-0.2198354,3a,88.2y,127.71h,94.09t/data=!3m6!1e1!3m4!1sBD855XtxbnsTFwEHXb56Vw!2e0!7i13312!8i6656
kt206-kingswood-arms;;;;51.2949636934;-0.2126428498;open;;Kingswood Arms;Waterhouse Lane;Kingswood;Tadworth;Surrey;KT20 6EB;;https://whatpub.com/img/REI/217/kingswood-arms-kingswood/298/224/1000001;https://whatpub.com/pubs/REI/217/kingswood-arms-kingswood;;https://www.google.co.uk/maps/@51.2948533,-0.2125947,3a,90y,349.5h,95.15t/data=!3m6!1e1!3m4!1s-1zDupSeiyiJYn5onzNFKA!2e0!7i13312!8i6656
kt206-fox;;;;51.2699202322;-0.2111636116;open;;Fox on the Hill;Brighton Road;Lower Kingswood;Tadworth;Surrey;KT20 6SU;Fox Hotel|Fox ;https://whatpub.com/img/REI/242/fox-on-the-hill-lower-kingswood/298/224/1;https://whatpub.com/pubs/REI/242/fox-on-the-hill-lower-kingswood;;https://www.google.co.uk/maps/@51.2698678,-0.2113305,3a,90y,71.42h,91.92t/data=!3m6!1e1!3m4!1sXGWTQp2d3tHZLhMtAQn3Kw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt207-mint-arms;;;;51.2642998305;-0.2132208659;gone;2005;Mint Arms;83 Buckland Road;Lower Kingswood;Tadworth;Surrey;KT20 7EF;;https://whatpub.com/img/REI/243/mint-arms-lower-kingswood/298/224/1;https://whatpub.com/pubs/REI/243/mint-arms-lower-kingswood;;https://www.google.co.uk/maps/@51.2645415,-0.2133211,3a,75y,157.67h,97.84t/data=!3m7!1e1!3m5!1sEClDEQozomC3khQvVU6TlQ!2e0!5s20120901T000000!7i13312!8i6656
kt207-sportsman;;;;51.2641613676;-0.2243882431;open;;Sportsman;Mogador Road;Mogador;Tadworth;Surrey;KT20 7ES;;https://whatpub.com/img/REI/253/sportsman-mogador/298/224/1;https://whatpub.com/pubs/REI/253/sportsman-mogador;;https://www.google.co.uk/maps/@51.2640785,-0.2244762,3a,75y,41.81h,88.15t/data=!3m6!1e1!3m4!1soiHP_oegN4chcI0_pC3nWg!2e0!7i13312!8i6656
kt207-chequers;;;;51.2808804714;-0.2491986765;open;;Chequers;Chequers Lane;Walton-on-the- Hill;Tadworth;Surrey;KT20 7SF;;https://whatpub.com/img/REI/377/chequers-walton-on-the--hill/298/224/1000001;https://whatpub.com/pubs/REI/377/chequers-walton-on-the--hill;;https://www.google.co.uk/maps/@51.280879,-0.249492,3a,75y,90.27h,95.1t/data=!3m6!1e1!3m4!1sISPv9sD_iyHvqmnzZV69BA!2e0!7i13312!8i6656
kt207-fox-hound;;;;51.2831361239;-0.2460296466;open;;Fox & Hounds;Walton Street;Walton-on-the- Hill;Tadworth;Surrey;KT20 7RU;;https://whatpub.com/img/REI/378/fox-hounds-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/378/fox-hounds-walton-on-the--hill;;https://www.google.co.uk/maps/@51.2830729,-0.2458681,3a,75y,310.47h,87.14t/data=!3m6!1e1!3m4!1seOVMJSwyIYF7ANHDsOdx2Q!2e0!7i13312!8i6656
kt207-blue-ball;;;;51.2834741686;-0.2411359562;open;;Blue Ball;Deans Lane;Walton-on-the- Hill;Tadworth;Surrey;KT20 7UE;;https://whatpub.com/img/REI/376/blue-ball-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/376/blue-ball-walton-on-the--hill;;https://www.google.co.uk/maps/@51.2836223,-0.2409512,3a,75y,220.85h,88.93t/data=!3m6!1e1!3m4!1sj-IYj66h-W4sZw9mivsB_g!2e0!7i13312!8i6656
kt207-bell;;;;51.2872705001;-0.2423898889;open;;Bell;Withybed Corner;Walton-on-the- Hill;Tadworth;Surrey;KT20 7UJ;;https://whatpub.com/img/REI/375/bell-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/375/bell-walton-on-the--hill;;
kt207-hand-in-hand;;;;51.2543630106;-0.2776689841;open;;Tree on Box Hill;Boxhill Road;Boxhill;Tadworth;Surrey;KT20 7PS;Hand in Hand ;https://whatpub.com/img/REI/29/tree-on-box-hill-boxhill/298/224/1;https://whatpub.com/pubs/REI/29/tree-on-box-hill-boxhill;;https://www.google.co.uk/maps/@51.2541397,-0.2775382,3a,58.4y,348.44h,93.03t/data=!3m6!1e1!3m4!1s3i9md1wr9Myl7lK9zMUQ8w!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt211-leg-mutton-cauliflower;;;;51.3091532584;-0.2996657796;open;;Leg of Mutton & Cauliflower;48 The Street;;Ashtead;Surrey;KT21 1AZ;;https://whatpub.com/img/KIN/7009/leg-of-mutton-cauliflower-ashtead/298/224/1999823;https://whatpub.com/pubs/KIN/7009/leg-of-mutton-cauliflower-ashtead;;https://www.google.co.uk/maps/@51.3092343,-0.2998574,3a,52.3y,106.99h,90.7t/data=!3m6!1e1!3m4!1sXKZ1B_jgwtc3PkbrKJEbOg!2e0!7i13312!8i6656
kt212-brewery-inn;;;;51.309377097;-0.2999930091;open;;Brewery Inn;15 The Street;;Ashtead;Surrey;KT21 2AD;;https://whatpub.com/img/KIN/6920/brewery-inn-ashtead/298/224/22642;https://whatpub.com/pubs/KIN/6920/brewery-inn-ashtead;;https://www.google.co.uk/maps/@51.3093157,-0.2997029,3a,33.4y,289.66h,90.47t/data=!3m6!1e1!3m4!1sHvrpYaz-XLFvndWg4re55Q!2e0!7i13312!8i6656
kt212-woodman;;;;51.3143012684;-0.307991357;open;;Woodman;238 Barnett Wood Lane;;Ashtead;Surrey;KT21 2DA;;https://whatpub.com/img/KIN/7125/woodman-ashtead/298/224/26153;https://whatpub.com/pubs/KIN/7125/woodman-ashtead;;https://www.google.co.uk/maps/@51.3145381,-0.3080118,3a,43.9y,184.04h,91.98t/data=!3m6!1e1!3m4!1ssSYgPC4zyBrbInmoRALtEw!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
kt220-star;;;;51.3268163768;-0.327664019;open;;Star;Leatherhead Road;Leatherhead Common;Leatherhead;Surrey;KT22 0DP;;https://whatpub.com/img/KIN/7097/star-leatherhead-common/298/224/26335;https://whatpub.com/pubs/KIN/7097/star-leatherhead-common;;https://www.google.co.uk/maps/@51.3266965,-0.3274663,3a,75y,322.42h,84.96t/data=!3m6!1e1!3m4!1so6gkTWGxQwzCzUX-z80AfA!2e0!7i13312!8i6656
kt220-bear;;;;51.3281722825;-0.3548710062;open;;Bear;Leatherhead Road;Oxshott;Leatherhead;Surrey;KT22 0JE;;https://whatpub.com/img/KIN/6906/bear-oxshott/298/224/22186;https://whatpub.com/pubs/KIN/6906/bear-oxshott;;https://www.google.co.uk/maps/@51.3280883,-0.3545043,3a,51.3y,289.72h,95.09t/data=!3m6!1e1!3m4!1s9Nm5QupBMp_v4fgoH98lBg!2e0!7i13312!8i6656
kt220-victoria;;;;51.3318580814;-0.3564199812;open;;Victoria;High Street;Oxshott;Leatherhead;Surrey;KT22 0JR;;https://whatpub.com/img/KIN/7110/victoria-oxshott/298/224/2005679;https://whatpub.com/pubs/KIN/7110/victoria-oxshott;;https://www.google.co.uk/maps/@51.3316772,-0.3563529,3a,75y,5.28h,101.46t/data=!3m6!1e1!3m4!1sIQMUGZAnKHZy7yumNUzf2g!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
kt227-penny-black;;;;51.2954811115;-0.330153109;open;;Penny Black;5 North Street;;Leatherhead;Surrey;KT22 7AX;;https://whatpub.com/img/KIN/7047/penny-black-leatherhead/298/224/52618;https://whatpub.com/pubs/KIN/7047/penny-black-leatherhead;;https://www.google.co.uk/maps/@51.2955743,-0.3299897,3a,75y,217.31h,90.01t/data=!3m6!1e1!3m4!1s4lTlW4eTnLY8KhShRjZZ2A!2e0!7i13312!8i6656
kt227-bull-inn;;;;51.2961704349;-0.3314861682;bone;1925;Bull Inn ;North Street ;;Leatherhead;Surrey;;;https://photos.francisfrith.com/frith/leatherhead-bull-hotel-1905_53245.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_bull.html;;https://www.google.co.uk/maps/@51.296432,-0.3311698,3a,75y,47h,91.22t/data=!3m6!1e1!3m4!1sy-qq1HDULJQhTg0ohUrpmA!2e0!7i13312!8i6656
kt227-new-bull-hotel;;;;51.2957846839;-0.331612232;gone;1990s ;New Bull Hotel;41 North Street ;;Leatherhead;Surrey;;;http://legacymedia.localworld.co.uk/275797/Article/images/14984875/3483521.png;http://www.closedpubs.co.uk/surrey/leatherhead_newbull.html;;https://www.google.co.uk/maps/@51.2960393,-0.3315808,3a,75y,167.34h,91.47t/data=!3m6!1e1!3m4!1sN6FP1GJRqV4DTS0_aZzJ5w!2e0!7i13312!8i6656
kt227-royal-oak;;;;51.3086577918;-0.3325261927;gone;2017;Royal Oak;265 Kingston Road;;Leatherhead;Surrey;KT22 7PJ;;https://whatpub.com/img/KIN/7077/royal-oak-leatherhead/298/224/42531;https://whatpub.com/pubs/KIN/7077/royal-oak-leatherhead;;https://www.google.co.uk/maps/@51.3087249,-0.3322718,3a,51.5y,239.26h,91.98t/data=!3m6!1e1!3m4!1smzgc6CKDpfoZXGllFZ9UqA!2e0!7i13312!8i6656
kt227-plough;;;;51.302935645;-0.3298366083;open;;Plough;93 Kingston Road;;Leatherhead;Surrey;KT22 7SP;;https://whatpub.com/img/KIN/7049/plough-leatherhead/298/224/42530;https://whatpub.com/pubs/KIN/7049/plough-leatherhead;;https://www.google.co.uk/maps/@51.3031189,-0.3295369,3a,36.4y,223.9h,95.72t/data=!3m6!1e1!3m4!1s8gnxMSQqDVBtuo91G3RETw!2e0!7i13312!8i6656
kt227-railway-arms;;;;51.3024971272;-0.3298902525;gone;2002;Railway Arms ;85 Kingston Road ;;Leatherhead;Surrey;KT22 7SP ;;;http://www.closedpubs.co.uk/surrey/leatherhead_railwayarms.html;;https://www.google.co.uk/maps/@51.3024231,-0.329653,3a,75y,297.7h,87.07t/data=!3m6!1e1!3m4!1sSYz5Aan8vd9txAiO3mi4nQ!2e0!7i13312!8i6656
;;;;;;;;;;;;;;;;;;
